Unigrams,Freq
buralarda,15
unutamazlar,1
türkü,97
söyler,60
sevgiye,35
olduk,19
sevdik,9
sevildik,2
kavgalara,1
girdik,5
öldük,8
dirildik,1
anlam,16
fırını,2
pistik,1
anlamlı,17
bakışında,9
sensin,88
bakışa,3
bakışındaydı,2
gözlerindeydi,2
zenginim,1
mühendisim,1
gemiciyim,1
yanaş,4
görelim,5
züppeyim,1
şapkayı,1
öne,10
eğdi,3
denizciyim,1
havacıyım,1
havaya,26
karacıyım,1
karaya,8
güclüyüm,1
gücüne,5
hastayım,4
doktorun,2
hoşuna,2
sahibiyim,1
silkindi,2
yemin,24
et,107
gelirim,21
gelir,283
barışıkım,1
karışıkım,1
yumuşakım,1
ilâcını,1
işçiyim,2
i̇çeri,4
dışarı,22
güzelim,42
güme,1
canım,76
sıkılıyor,3
hay,15
canına,9
pazarcıyım,1
pazara,8
mezarcıyım,1
mezara,5
solcuyum,1
sağcının,1
dağcıyım,1
avcıyım,2
yağcıyım,1
yağcılık,1
meslek,3
tüccarım,1
tüccarın,1
şairim,7
yazarın,2
yazarım,14
şairin,11
deliyim,1
aklıllının,1
akıllıyım,1
delirdi,4
adı,130
vermedi,3
çağırdılar,2
sağırdı,3
duymadı,3
mırmırları,2
düşünmesi,2
duyma’sıdır,1
yazmam,1
mırmır’larımdır,1
duyan,13
yazmaz,4
uyan,24
yazan,19
kedidir,1
yarıda,6
kalmış,137
aşklarının,3
hesapları,1
denizlere,29
açıldı,26
içimizden,12
gittiğini,9
doyulmamış,1
arzularla,2
doluydu,5
yelkenleri,4
yıpranmış,9
verdiği,31
güvenden,1
bulacak,5
sanıyordu,1
yenilikleri,1
dalgalarıyla,7
gösteriyordu,2
yaşananla,1
düşünülenler,1
arasındaki,26
farkı,12
bitmeyordu,1
köpüklerle,3
damlada,7
ışıkta,8
başlamadan,7
gözlerinin,82
dışında,29
manzaralarla,1
limelerle,1
olmasa,31
i̇nsanın,18
ömrünce,5
devam,47
anladı,6
ölmekle,3
yaşamanın,11
birleştiği,5
noktada,9
rüzgârlarla,2
esen,44
korkulara,5
yeniliklerini,1
bağışlamayan,2
sığınaklar,2
halinde,24
direndiğini,1
olmuşlarla,2
olanların,7
olacakların,1
varmadan,6
eskidiğini,1
çağırdım,6
geldiler,12
oturmasalar,1
ölürdüm,4
oturdular,2
öldüm,17
anlamadılar,4
aşkların,26
kitabı,15
elinde,131
sevilmemiş,1
yinlerin,1
balosuna,2
öylesine,96
kalabalıktı,2
sevdiğini,26
anlamadı,7
kapıların,11
anahtarı,6
öpülmemiş,5
aydınlıktı,2
öptüğünü,2
isıklarla,1
örtünmüştü,1
çıplaklık,2
renklere,5
susamış,19
beyazlıklar,2
bakışları,31
yaşamayordu,2
şekilleri,5
çağırmaya,1
kandıracak,1
aranıyor,1
tutamayordu,1
elleriydi,1
kurtaracak,2
yanda,26
dinmeyen,16
aydınlık,52
aldıkça,3
alan,29
noktaydı,5
karanlık,235
ellerinde,73
biten,30
bağırdı,7
kan,289
aktı,30
aşamadi,1
dışının,1
duvarından,3
anlatıyordu,4
aldanan,2
aydınlıklarından,1
unutulmuş,54
duvarda,12
kapısı,29
varamadı,1
karanlıktı,4
öldüğünü,11
geliyorum,40
anla,39
içimdeki,72
şeytan,33
söyleyen,16
gerekince,3
kaçan,12
yüzünde,83
geceleyin,8
karanlıkları,15
işleyen,11
renkleri,18
farkedilmemiş,1
güzelliğini,19
başlayıvermek,1
susmamak,2
çünkü,302
dinleyince,2
dinleyen,8
bakınca,25
bakan,49
bilirim,101
düşünmeyi,4
öğrendim,71
vermeden,13
ölmek,43
kapıları,29
açıp,36
kapayabilirim,2
anlarsın,26
demek,92
yalansız,13
gizlisiz,2
anlatacağım,13
bil,72
bilsinler,2
biliniz,3
vurunca,7
gülünce,12
gülensin,2
yüzün,102
ellerin,116
yüzde,10
yüz,114
ölmeyensin,2
kadınları,28
kadına,14
haksızlık,7
etmek,41
demektir,17
kadınlara,8
düşündüm,31
aldı,55
anlatsam,18
derdimi,18
dert,41
yürekler,38
basına,1
gönül,240
yarası,16
desem,78
ekmek,93
parası,11
dayanılır,3
şeyi,125
süpürebilirsin,2
sonbaharı,15
süpüremezsin,2
yalnızsa,1
süpürür,2
düşünemezsin,1
sobasında,1
yalnızın,6
üşüyen,34
lambasında,2
donuk,15
ışık,139
titrer,18
sönük,15
penceresi,6
kapanmıştır,2
i̇çine,14
örtük,8
yasar,1
anada,1
yalnızn,1
nesi,9
yoksa,198
tümü,5
birdenbiredir,1
ordudur,1
çölünde,10
sonsuz,139
savaşlarında,1
yenen,4
sakladığı,6
vardır,112
yerini,33
değiştirir,5
arara,1
bulsa,1
bilgesi,1
delisidir,3
dünyasının,3
ayrıca,7
efendisi,4
kölesidir,1
kendisinin,6
tadını,20
çıkaramaz,1
görecesiz,1
dünyasında,5
hiçbirinin,1
dinleyendir,1
söylenmemiş,15
sözünde,5
durması,2
yalancılığıdır,1
vurur,37
utancı,4
kaçırır,2
yalnızlıktır,7
uykusuna,3
bencinin,1
sen’idir,1
sözde,11
saklanmış,13
gözde,8
okuduğundan,1
gözlerine,144
susadığında,1
çölündedir,1
öyküsünü,8
anlatabilen,1
dinleyebilen,1
türküsünü,17
yazabilen,1
söyleyebilen,1
zamanlar,75
güldüğünü,4
anımsar,5
yoğurur,4
hüzünün,1
çamurunu,1
aranan,5
görgü,4
tanığıdır,1
yargılanmasında,1
davasının,1
duruşması,2
ertelenir,1
kavgasının,1
kaptanı,2
yolcusudur,1
batmakta,3
gemisinin,1
sonuncu,6
ayrılabilir,1
gemisinden,1
okunduğunda,1
okulda,9
yasamda,3
urda',1
diyemez,2
uykunun,13
duvarında,5
önceleri,12
toz,57
yumak,7
yun,1
simdi,19
iyice,23
örümceğin,4
ağını,2
duymuş,3
olduğunun,2
sağırı,1
görmüş,16
koru,7
ölür,69
öldürür,9
duyduklarını,1
duyacaklarını,1
düşünür,19
adına,70
konuşamaz,1
sanığıdır,1
önceden,19
olacakları,1
paylaşacak,4
anlatır,37
olanları,7
olmayacakları,1
leke,18
çıkar,80
bilerek,24
bilmeyerek,6
biçimden,1
anlamdan,1
biçim,15
beklemiştir,1
giderek,12
bekledi,13
sürecek,15
başlayıp,14
güler,26
gülümser,12
şakacı,3
güldürür,5
düşündürür,4
arada,48
dalar,10
susar,53
acı,264
şakayı,1
şakadan,1
saklar,21
oynadığı,4
oyunsa,1
oyununu,5
yaşar,19
oyunda,8
yaşadığı,13
yaşamını,6
oynar,19
yaşarcasına,2
oynarcasına,1
öyküler,12
olmuşcasına,1
sonunu,7
mutlu,95
evinde,20
ağar,5
gecedir,9
saçlarında,33
tanıdığın,1
ağırı,2
maceraların,1
derini,5
anlatırlar,3
geçenle,1
kalandan,1
karanlıklardan,10
aydınlıklardan,4
kendincedir,2
camlarında,5
parlar,12
halıda,2
yatar,13
eşyanın,8
içedir,1
sokaklar,74
evler,54
duvarlar,40
kapılar,42
üzerinde,76
binbir,31
günden,47
oynaşır,3
hatıranla,2
kalbinle,2
ümitlerinle,1
herşey,35
düşünmektedir,1
eser,42
çoğalmaya,1
başlar,88
bitenler,1
hatırlayan,2
unutmayan,2
gözlerinle,27
değişir,8
sezilecek,1
yavaştan,6
istenen,1
istenmeyen,2
koruyan,6
zor,140
silinir,6
büyür,41
kolay,69
bilinen,13
söylenmeyen,4
uyuyanlar,3
uyanmış,4
ölüler,19
dirilmiştir,1
yaşadığındır,1
yaşarken,17
anlamadan,8
kalan,201
gerçektir,2
iğne,12
kaybolan,35
bardak,26
kırılan,38
beklediğindir,1
tatlı,91
öykü,25
duran,152
bırak,147
uyansın,7
anı,41
düğümü,4
duvarcana,1
uzanıp,42
taşlanmış,1
yükünle,1
uyuyansın,1
çocuklar,231
sevmeye,16
koyan,13
sınıfta,6
kalır,129
virgülleri,1
noktalanmaz,2
noktadır,2
mü,98
sağıma,2
gelirsen,11
olurum,41
göre,69
solda,3
eski,300
yerimde,5
soluma,4
sağda,3
küçüktüm,2
küçücüktüm,1
oltayı,2
attım,25
üşüşüverdi,1
balıklar,29
uçurtma,11
telli,10
duvaklı,3
kuyruğu,6
ebemkuşağı,5
renginde,24
salıverdim,4
gökyüzüne,89
gökyüzünü,41
işsiz,10
para,35
kazanmak,4
gerekti,5
i̇nsanları,5
yârdan,3
geçerim,9
serden,3
denizlerden,13
gökyüzünden,30
bırakmıyor,9
gördüğüm,28
geçim,4
derdi,41
oymuş,1
zavallı,32
görüp,29
göreceği,1
depreşti,1
şakağımda,4
pustu,1
nar'ın,1
tanrısı,3
boğuldu,2
masivada,1
felekleri,1
boğarak,1
haykırdım,8
işte,364
sesinin,26
simyasıyla,2
koptum,2
bağrımdan,4
parçalanıp,2
yanarak,6
aşkın,241
şahikasında,1
zelzele,2
gümrah,4
dilin,21
peltemiş,1
hali,32
sorgusuz,5
sualsiz,4
astı,4
dilimden,9
kalbim,135
çengide,1
mezarlarımda,1
yaşamış,15
anılarımda,2
dinmeksizin,1
acıyor,13
günbegün,2
güldüğümü,1
görüyorum,33
ağlasam,18
geçer,115
ağlanmıyor,1
yaşama’dan,1
varsın,60
derim,42
düşüncelerimce,1
buldum,43
fazla,78
gölgesiz,5
ayrılmamacasına,1
akların,1
karan,2
karaların,1
akınla,1
istedim,59
şeyin,42
i̇nan,36
nereye,133
baktığım,6
belli,101
yaptığım,8
vardığım,5
sonrasızlıktan,1
söylediler,10
duydunuz,3
kuşu,47
vurdular,9
gördünüz,7
susuyorsunuz,1
güzelliğiniz,1
çoğalıyor,12
öldünüz,3
çağırmadınız,1
kalkıp,22
geldim,157
bıraktıklarınızdan,1
unuttuklarınızdan,1
sımsıcak,43
anılası,1
gömütleri,1
andıran,5
yapılarınızdaki,1
yaşantılarınıza,1
ayrık,5
soluyan,7
bitkiseller,1
yerine,122
yüzyüze,2
dönük,22
gülen,42
sizler,20
solarken,5
suladığım,1
koparken,1
bağladığım,2
ölürken,11
canladığım,1
sözler,52
gemiydim,2
eskiden,52
i̇nanırdım,3
saadetli,1
yolculuklara,8
adalar,3
zannederdim,3
güneşli,18
mavi,324
dertsiz,6
hızımla,1
koşardım,4
dalgalara,15
görseydiniz,2
gelirdiniz,1
peşimden,5
aksam,9
saatinde,12
liman,21
döndüğüm,10
bilmiş,1
bulmuş,10
anlamış,5
hatırımda,5
vakitler,10
güldüğüm,1
yoluna,32
serdiğim,5
kaçış,9
dönüyorum,19
geçirmiş,10
atlatmış,1
doymayan,2
sahilinde,9
seviyorum,95
tutuyorum,21
öpüyorum,12
doğuyorum,4
yaşayorum,1
bitiyorum,1
ölüyorum,15
seninim,2
benimsin,6
gelip,117
bilip,6
umup,1
gidiyorum,89
kalıyorum,12
yalnızım,19
çirkinim,1
küçüğüm,23
ölüyüm,2
sordular,8
onlara,79
anladılar,5
şairler,15
sevgililerden,1
adamlardan,3
çektiğim,15
geceyi,126
mısranın,1
mahremiyetinde,1
geçirmek,9
dinle,73
bakalım,22
işitebilir,1
damların,5
bacaların,1
yahut,17
karıncaların,5
taşıdıklarını,2
yuvalarına,1
beklemesem,1
doğmasını,3
kullanılmış,9
kafiyeleri,2
yollamak,2
içein,1
kapıma,4
çöpçülerle,1
kenarına,18
pencereyi,10
bağır,14
diyorlar,46
olma,18
aklımdaki,1
yorgunluk,8
duygumdu,1
bilmekti,1
sanısızlığım,1
aklım,47
yorgunluğumdu,1
uykumda,9
yalnızığım,1
anlamadıklarını,1
duydumdu,1
geçmiş,72
oldum,107
alnımda,14
bulduğum,11
usanmadan,8
duyduğum,22
gelecekler,3
kurduğum,13
yüzyıllar,7
ötesinde,21
uyuduğumdu,1
değirmeninin,1
dolaştın,3
adaşım,10
karşıda,4
torbalara,3
doldurulmuş,3
unlar,1
halbuki,14
döşemedeki,1
kapağı,8
kaldırınca,1
aşağıdan,5
sis,41
soğuk,144
damlaları,9
insanın,84
yayılır,15
mütemadiyen,2
dönen,26
tahtadan,2
çarklar,2
gıcırdar,4
değirmen,7
görmüştüm,3
istemem,18
sevdin,24
öpmek,19
şeydir,15
olursa,37
sararmış,23
göstermek,4
geçeceği,1
yolda,53
bekledin,3
uzun,393
acındırıcı,1
mektuplar,23
yazdın,3
aşağılık,2
katil,5
yaptığı,10
kafi,1
mazeretler,1
tedarik,1
etmiştir,3
üçüncü,18
dördüncüyü,1
gidiyor,84
peki,33
midir,47
be,47
çırçıplak,1
soyunarak,3
şehrin,109
sokaklarında,28
koşabiliyor,1
bıçak,62
alarak,19
kolundaki,1
bacağındaki,1
adalelere,1
saplamak,1
böylece,23
nehre,9
atılarak,2
yüzmek,2
elinden,56
geliyor,154
minareye,1
çıkarak,4
işittirecek,1
kuvvetle,3
bağırabilir,1
bunları,47
yaptırabilir,1
i̇şte,241
seviyorsun,11
göğsünü,14
yararak,5
eti,10
çıkarır,13
sevgilinin,23
atarsan,2
kalbini,31
vermiş,19
sevemezsiniz,3
çingene’ler,1
çingene’nin,2
anlatayım,7
edremit,1
tarafına,2
göçüyorduk,1
sırtlarında,1
gömlekten,1
şeyleri,55
olmayan,121
durmadan,121
koşuyorlar,4
bağırıyorlar,2
şose,1
yolunun,8
kenarındaki,10
hendeklerde,1
yuvarlanıyorlardı,1
delikanlılar,10
keman,21
klarnet,1
çalarak,2
yürüyorlar,2
kızlar,40
parlak,35
sesleriyle,13
türküler,50
söylüyorlardı,1
etrafı,8
gözden,18
geçirerek,3
köy,43
çiftlik,1
yanında,100
kalabileceğimiz,1
araştırıyordum,1
suyu,89
bol,25
çay,56
söğüt,24
ağaçlarının,13
arasından,63
geçtikten,4
taş,173
mecraya,1
giriyor,17
dört,133
tane,25
tahta,48
oluğa,1
taksim,3
i̇htiyar,10
çınarlar,9
çukura,6
gömülen,7
değirmenin,11
siyah,123
kiremitli,2
çatısını,2
örtüyorlar,1
ön,8
tarafındaki,2
geniş,51
meydanı,5
gölgeliyorlardı,1
ağaçların,36
hışırtısını,4
bastıran,4
gürültüyle,10
altından,43
fıkırdayıp,1
köpüklü,15
sular,99
sıra,67
kavağın,3
ortasından,21
geçip,70
ilerideki,1
sazlıkta,2
kayboluyordu,1
atımı,6
ötede,15
minaresiyle,1
atmaca,12
klarnetini,1
kanatlarının,4
yanaştı,1
çalmaya,5
değirmenci,3
bunların,16
arasındaydı,1
sakalını,2
karıştırarak,1
lakayt,1
gözlerle,20
bakıyordu,21
köylüler,9
tavuk,3
oğlak,1
çaldığımızı,1
söyleyerek,6
şikayet,7
ettikleri,6
halde,39
severler,3
buna,48
çömlek,4
yoğurt,3
ilave,3
etti,49
biz,373
kabulden,1
cesaret,10
ötedeki,2
zeytin,34
çadırlarımızı,1
kurduk,4
çalgıcılarımız,1
uzaktaki,10
köylerden,2
düğüne,3
çağırılıyorlardı,1
tabii,4
baştaydı,1
gibisine,1
rastlamamışsındır,1
yağız,14
derisi,9
delice,33
dökülen,62
simsiyah,42
saçları,47
koyu,29
sivri,11
ucu,36
aşağı,51
kıvrık,4
burnu,8
derdik,5
başı,72
omuzlarının,2
üstünde,167
arapatındaki,1
dururdu,13
arapatı,1
çevik,4
çergilerde,2
cesareti,5
çalgısı,1
söylenirdi,2
sanırdın,1
klarneti,2
çalarken,6
havayı,10
ciğerlerinden,2
doğrudan,7
doğruya,6
veriyor,25
çadırların,1
çıkıp,74
yüzükoyun,6
çenemizi,1
toprağa,146
dayayarak,1
dinlerdik,1
çingene,18
kızları,13
üzerlerinde,3
alıkoyabilirlerdi,1
çalgı,6
oradaki,3
kıvılcımları,5
söndürmek,3
nem,12
belirdiğini,1
esmer,40
yanaklarında,5
ateşe,39
rastgelmiş,1
derhal,5
kuruyan,21
birkaç,88
ufak,16
damlacığın,1
yuvarlanmak,2
istediğini,8
görmüştük,1
acaba,47
birisini,1
kimseyi,37
sevemediği,1
yanık,57
derinden,49
çalıyordu,6
ara,60
müddet,4
kaybolur,19
dolaştığı,3
şehirlere,11
inip,14
beylerin,1
meclisine,2
girdiği,8
kasabadaki,2
efendiler,9
akran,2
muamelesi,1
ederlerdi,1
fakat,70
davarlardan,1
bizimle,19
beraber,59
koyun,19
uğrular,1
düğünlerde,1
çalardı,6
kızıyla,1
çınarın,8
hasır,5
atıyor,17
bağdaş,7
kurup,6
oturarak,3
dinliyordu,2
değirmencinin,4
kızı,33
güzeliydi,2
yuvarlak,13
kalın,36
dudakları,17
kalçalarına,2
uzanan,48
ince,199
örgülü,3
etrafındaki,4
şeylere,16
alışverişi,2
yokmuş,18
dümdüz,6
bakışı,28
dudaklarının,15
kenarından,10
dökülüyormuş,1
isteksiz,3
gülüşü,20
kızcağız,1
sakattı,1
küçükken,4
sağ,36
kolunu,10
çarklarından,1
birine,27
kaptırmıştı,1
yerinde,63
şalvarının,2
beline,17
iliştirilen,2
yen,5
sallanıyordu,2
insanlardan,13
ayırıyordu,2
vücudunu,3
ondaki,3
ayıbı,1
örtmeye,2
mecburdu,1
geceleri,93
birbirlerinin,3
toplanıp,5
cümbüş,3
yapan,33
kızlarla,5
birleşemezdi,1
tef,2
çalmak,7
parmaklarının,7
arasına,51
kaşıklar,1
oynamak,4
gelirdi,24
çocukluğu,9
tükenmez,11
hasretle,22
dallarına,18
sincap,3
tırmanan,5
birbiriyle,7
alt,14
alta,3
üst,22
üste,9
güreşen,1
erkek,52
çocuklarla,9
fışkırtmaca,1
oynayan,21
akranlarına,1
duvara,21
yaslanarak,3
istek,3
bakmıştı,1
birçok,21
yapmak,17
hakkının,1
kendisinde,3
olmadığını,18
biliyor,63
hiçbir,268
istemiyordu,2
yanındaki,8
sedire,2
saatlerce,9
oturup,33
meydanda,6
eşelenen,2
tavuklara,1
kıpırdayan,3
yarı,51
yumuk,4
ağlamaklı,16
ederdi,14
babasıyla,3
diz,43
çöküp,3
bakardı,9
atmacamız,1
sakat,6
kızına,6
vuruldu,17
tavuslara,1
sülünlere,1
tenezzül,2
etmeyen,2
yabani,6
kanadı,55
kırık,159
çulluğun,1
şikarı,1
avı,1
çoktan,71
çergiyi,2
toplar,17
göçerdim,1
altında,252
adamakıllı,3
coşar,11
kıza,12
diker,4
üfler,6
üflerdi,2
titrediğimizi,1
bağırmak,6
konuşmak,15
atılıp,1
istediğimizi,3
hissederdik,1
çalışında,1
etrafında,17
haykıran,8
tapanların,1
gemiye,8
çarpan,18
feryadı,5
inleyişi,1
köye,16
indiği,7
kapının,35
sedirde,2
kızla,3
oturduğunu,1
tırnaklarını,1
parçalamak,2
sert,26
kayada,1
gezdirdiğini,1
işin,17
gitmeyeceğini,1
anladım,93
derenin,11
gittik,21
kavak,14
fidanlarının,1
oturduk,9
çakıllarda,1
acele,19
seken,8
kurbağa,7
sesinden,21
duyulmuyordu,1
çağırdığımı,2
söyleyeceğimi,1
sormuyordu,1
elimi,46
omuzuna,7
koydum,26
kaldırdı,8
yapacaksın,10
sualin,1
cevabını,4
bulmak,29
yukarıya,7
yıldızlı,14
göğe,62
çevirdi,13
açılmalıyım,1
indirmeden,1
anlatıyormuş,1
unutup,19
evlat,16
sineme,6
basacağım,2
kızımızı,1
kurtar,6
yalvardılar,1
cevap,28
yoluma,25
kolu,6
kolunun,4
veriyorsun,4
‘bir,1
kalp,58
koldan,3
az,173
değerlidir,2
sakatlığımı,1
unutturarak,1
rüyalar,28
gördürdün,1
ömrümün,36
sonuna,35
unutamam,9
inandırmaya,2
kalkma,3
eğer,156
sahiden,4
seviyorsan,4
buralardan,18
git,103
indirdi,5
sözümden,1
tavrımdan,1
alınır,7
kızsam,1
dokunur,22
sevsem,5
acıyormuş,1
kucaklasam,1
sızı,34
duyar,16
sürüp,23
atmacan,1
kımıldatacak,1
sustu,54
acınacak,4
tavırla,1
ağzından,25
dökülmüştü,2
sormaya,5
hatta,35
teselli,24
etmeye,15
kalkışmadım,1
söylenebilir,1
söyleneni,3
duyardı,4
koluna,7
girip,18
çadıra,1
götürdüm,2
birbirinin,9
atılacakları,1
şekli,4
tuhaf,32
cisim,3
çark,6
fırıl,5
dönerek,5
büyüyerek,2
durgunluk,1
kaplamıştı,2
çöken,12
yanakları,9
baktığı,6
şaşkın,32
geçerken,44
başlarını,12
eğiyorlar,1
sararan,13
benizleri,2
dudaklarıyla,11
arkasından,17
bakıyorlardı,3
serseri,43
kafalarımızdan,1
düşünceyi,5
silip,13
süpürüyor,1
meyus,3
bırakıyordu,3
yanıma,45
sokuldu,3
değirmende,2
ahenk,6
yapacağım,9
ihtiyarla,1
söyledim,26
çalacağım,2
işliyor,9
gürültüde,2
güldü,14
nefesim,29
kuvvetten,1
düşmedi,4
karşı,164
tepedeki,2
palamut,2
ormanına,4
birbiri,6
arkasına,17
yıldırımlar,5
düşüyor,77
iri,35
damlalar,12
yapraklarını,17
garip,73
tıpırtılarla,1
oynatıyordu,2
tavlada,2
sallanan,11
gaz,12
lambası,10
etrafa,7
serpiyordu,1
taşlar,26
tozlu,28
kayışlar,1
dönüyorlar,3
dönüyorlardı,3
çıkardığı,6
yırtıcı,11
gürültü,4
yağmurun,64
alçak,10
tavandaki,1
kesik,24
hıçkırığına,1
birbirini,14
gök,174
gürültüleri,5
korkunç,39
ahengi,2
tamamlıyordu,2
lambalar,3
kızın,30
acayip,16
başlamıştı,10
dinlediğim,7
öldükten,13
yükselen,26
oluklardan,5
taşıyor,20
haykıra,2
dökülüyordu,5
kah,12
yalvarıyor,8
hiddetle,1
kıvranıyor,2
susacak,4
olduktan,2
tekrar,56
yükseliyordu,1
atmaca’nın,2
kıpırdamadan,1
perişanlıkla,1
çırpınan,26
büyümüş,11
şeyler,95
bizim,175
kullandığımız,1
yüzümüzü,4
yırtan,10
gözümüzü,4
içindeki,80
ateşleri,11
kum,65
tanesi,26
saçan,18
çöl,52
fırtınası,6
bağrımıza,4
haline,14
ayağa,37
kalktığını,1
ilerledi,1
köşeye,18
fırlattı,1
gitmiş,20
görünen,23
etrafını,5
araştırdıktan,1
dikti,6
dudaklar,30
kıpırdıyorlardı,1
kenarları,5
ağlayacak,2
aşağıya,6
çekiliyordu,2
gerisingeriye,1
çarkların,1
kayışların,1
kudurmuşçasına,1
döndükleri,1
atıldı,10
alımı,2
hepimiz,23
olduğumuz,12
kaldık,8
bağırarak,8
koştuk,3
yerinden,42
fırlayan,8
–iş,1
işten,8
isteyen,20
adımdan,9
sendeledi,1
ayaklarımızın,3
dibine,23
yıkıldı,8
hikayesi,11
açtığı,19
mevsimde,12
kollarına,23
yaslanan,4
kokan,63
vücutla,1
uzak,220
kenarlarında,6
oturmak,4
öpüşmek,5
yoruluncaya,1
zalimce,1
başını,122
çeviren,7
mağrur,35
dilberin,4
ay,380
ışığı,85
dolaşmak,4
candan,26
arkadaşlara,1
ağlayarak,12
aramızda,51
sevgili,196
vücutta,1
bulunmayan,1
taşımaya,4
tahammül,9
etmeyerek,1
koparıp,16
atabilmek,2
sevmektir,4
birde,24
olacaktır,14
bakma,47
baktığın,16
denizlerde,8
gemilerde,5
küçüklüğümüzdeki,1
büyüklüğümüz,1
çocukluğumuzun,2
bahçelerinde,15
evlerde,13
kâğıttan,3
gemilerimizi,2
yüzdürdüğümüz,1
çocukluğumuzda,2
çocukluğumuzla,1
çözdüğümüz,1
müzik,16
sersin,1
odana,4
uğultulu,5
halıyı,1
doğup,12
büyüdüğü,1
i̇nansal,1
doğayı,8
yürüsün,3
eleyi,2
seviler,1
buğu,19
gönlü,15
anıyı,7
belleği,1
oğsun,1
duyuyu,1
seslenmeyi,1
yumuşacık,8
demeyi,12
isıtır,2
yorganı,3
perdeyi,10
işıtır,1
odayı,6
açar,69
kilidi,7
açıyı,1
kapıyı,34
kaynatır,1
donmuş,27
doldurur,11
tencereyi,1
çeker,35
sürgüyü,1
çözer,5
düğmeyi,2
ballandırır,1
peyniri,2
ekmeği,25
unutturur,3
tabancayı,3
bıçağı,10
süsler,6
masayı,2
ölümsüz,41
kılar,4
çerçeveyi,1
sevilere,1
yatağı,6
yeğ,1
saklamaya,5
söylemeyi,7
fısıldar,6
sevmeyi,25
sevilmeyi,3
donatır,2
göğü,45
fotoğrafın,9
çekilecek,7
kuşlar,193
uçmak,13
doğmuş,18
kemiklerinin,2
olmasından,2
anlayıruz,1
yönü,4
yaratıyoruz,1
gelse,18
ilım,1
ılım,1
diri,36
sözün,29
eri,9
dimdik,17
dursa,6
gözüm,51
akılardan,1
duyum,2
takılardan,1
yakılardan,1
duru,24
baksa,4
dese,11
ışıt,2
karanlıksa,2
buram,22
işit,1
i̇çin,13
dirim,5
söyleş,2
yaklaş,5
paklayarak,1
sakıyarak,1
çoklayarak,1
yaksa,3
özüm,9
süzüm,4
aza,1
düğüm,30
tüme,1
katsa,1
uyurken,31
duvarıma,1
tırmandın,1
güllerimi,4
yoldun,2
şikâyetin,1
bahçene,4
girenlerden,1
latin,1
sözünü,9
anımsıyorum,7
nihil,1
humanum,1
mihi,1
alienum,1
est,1
imzamı,1
basıyorum,7
ilişkin,3
kabulüm,1
hümanistler,1
hariç,3
yücel,3
araladımsa,2
içindi,16
sürü,27
özlem,65
koparılmış,7
üzümler,3
açtımsa,2
aralamayı,1
kapıdan,18
nasıldı,7
giren,16
neydi,43
yoktu,109
yüzüm,63
başdanbaşa,1
hüzündür,4
i̇kisinden,1
ikimizden,5
biridir,2
görmeli'dir,1
eskidir,3
yaşamış'a,1
dönmüştür,2
yarışa,2
çıktıkları,1
geçmiştir,5
ağladığını,8
unutmuş,29
görmemiş,9
taşınmayan,1
yerden,82
seve,10
taşımış,1
sırtına,18
yüklemiştir,1
ölçülmeyen,1
borcunu,2
aldıysa,3
kimden,18
ödemiştir,2
verdiğini,6
verdiyse,2
kime,53
bilmiştir,1
ikinci,16
perde'deyiz,1
birinci,13
perdede,3
perdeye,1
kalmaz,16
sevindim,1
denmiş,2
öbüründe,1
yazılmış,20
bekledim,38
bekleyorum,1
verdim,45
açtım,21
başkasını,17
yazmış,8
okumadan,3
arkasını,7
yaşama,44
bedel,6
demiş,36
dönerken,16
beş,97
mektup,43
açsam,12
okusam,3
önceki,17
yaşamları,1
beklesem,5
arasam,1
iz,49
deyenden,1
yazandan,1
düşünüp,8
dururken,26
elimden,23
başkalarınca,3
saklamak,5
varken,28
umudluyum,1
yüzümden,11
gözümden,10
umudu,38
umudumla,2
harcadığımdan,1
mektubumdan,1
birân,1
anında,17
sevecek,2
başımdaysam,1
sonundaysam,1
yürüyor,33
yenilenen,4
yorulmayan,3
sözcüklerin,18
düşünlerinde,1
yaşamlarında,1
anlamalısın,1
gidiyorken,7
vura,4
anlatamam,11
üşünen,1
gecelerin,60
karanlığında,27
i̇ki'den,1
bir'i,1
iki'yi,1
çıkaramam,1
düşünürken,11
başkasına,16
inanmam,6
i̇nanırsam,1
i̇nanınca,1
yönelir,4
ey,561
sesimi,28
keskin,34
kınında,1
saklayan,14
sabırla,22
bileyen,1
günlerimi,7
yapışa,2
sürtüne,2
yanlarımdan,1
derilerimi,1
kanatıyor,4
kümelenip,1
sırtıma,10
biniyor,3
duruyorum,11
yürümekli,1
ayaklarımın,19
kayıp,70
topraklar,8
ağaçlar,67
doluyor,17
gözlerime,124
